Atom_Index, Neighbour_Index, distance0,1,1.4142135623730951
0,2,1.4142135623730951
0,3,1.4142135623730951
0,4,2.0
0,5,1.4142135623730951
0,6,1.4142135623730951
0,8,2.0
0,9,1.4142135623730951
0,11,1.4142135623730951
0,13,1.4142135623730951
0,16,2.0
0,18,1.4142135623730951
0,19,1.4142135623730951
0,22,1.4142135623730951
0,27,1.4142135623730951
1,0,1.4142135623730951
1,2,1.4142135623730951
1,3,1.4142135623730951
1,4,1.4142135623730951
1,5,2.0
1,7,1.4142135623730951
1,8,1.4142135623730951
1,9,2.0
1,10,1.4142135623730951
1,12,1.4142135623730951
1,17,2.0
1,18,1.4142135623730951
1,19,1.4142135623730951
1,23,1.4142135623730951
1,26,1.4142135623730951
2,0,1.4142135623730951
2,1,1.4142135623730951
2,3,1.4142135623730951
2,4,1.4142135623730951
2,6,2.0
2,7,1.4142135623730951
2,9,1.4142135623730951
2,10,2.0
2,11,1.4142135623730951
2,15,1.4142135623730951
2,16,1.4142135623730951
2,17,1.4142135623730951
2,18,2.0
2,20,1.4142135623730951
2,25,1.4142135623730951
3,0,1.4142135623730951
3,1,1.4142135623730951
3,2,1.4142135623730951
3,5,1.4142135623730951
3,6,1.4142135623730951
3,7,2.0
3,8,1.4142135623730951
3,10,1.4142135623730951
3,11,2.0
3,14,1.4142135623730951
3,16,1.4142135623730951
3,17,1.4142135623730951
3,19,2.0
3,21,1.4142135623730951
3,24,1.4142135623730951
4,0,2.0
4,1,1.4142135623730951
4,2,1.4142135623730951
4,5,1.4142135623730951
4,6,1.4142135623730951
4,7,1.4142135623730951
4,9,1.4142135623730951
4,12,2.0
4,13,1.4142135623730951
4,15,1.4142135623730951
4,18,1.4142135623730951
4,20,2.0
4,22,1.4142135623730951
4,23,1.4142135623730951
4,31,1.4142135623730951
5,0,1.4142135623730951
5,1,2.0
5,3,1.4142135623730951
5,4,1.4142135623730951
5,6,1.4142135623730951
5,7,1.4142135623730951
5,8,1.4142135623730951
5,12,1.4142135623730951
5,13,2.0
5,14,1.4142135623730951
5,19,1.4142135623730951
5,21,2.0
5,22,1.4142135623730951
5,23,1.4142135623730951
5,30,1.4142135623730951
6,0,1.4142135623730951
6,2,2.0
6,3,1.4142135623730951
6,4,1.4142135623730951
6,5,1.4142135623730951
6,7,1.4142135623730951
6,11,1.4142135623730951
6,13,1.4142135623730951
6,14,2.0
6,15,1.4142135623730951
6,16,1.4142135623730951
6,20,1.4142135623730951
6,21,1.4142135623730951
6,22,2.0
6,29,1.4142135623730951
7,1,1.4142135623730951
7,2,1.4142135623730951
7,3,2.0
7,4,1.4142135623730951
7,5,1.4142135623730951
7,6,1.4142135623730951
7,10,1.4142135623730951
7,12,1.4142135623730951
7,14,1.4142135623730951
7,15,2.0
7,17,1.4142135623730951
7,20,1.4142135623730951
7,21,1.4142135623730951
7,23,2.0
7,28,1.4142135623730951
8,0,2.0
8,1,1.4142135623730951
8,3,1.4142135623730951
8,5,1.4142135623730951
8,9,1.4142135623730951
8,10,1.4142135623730951
8,11,1.4142135623730951
8,12,2.0
8,13,1.4142135623730951
8,14,1.4142135623730951
8,19,1.4142135623730951
8,24,2.0
8,26,1.4142135623730951
8,27,1.4142135623730951
8,30,1.4142135623730951
9,0,1.4142135623730951
9,1,2.0
9,2,1.4142135623730951
9,4,1.4142135623730951
9,8,1.4142135623730951
9,10,1.4142135623730951
9,11,1.4142135623730951
9,12,1.4142135623730951
9,13,2.0
9,15,1.4142135623730951
9,18,1.4142135623730951
9,25,2.0
9,26,1.4142135623730951
9,27,1.4142135623730951
9,31,1.4142135623730951
10,1,1.4142135623730951
10,2,2.0
10,3,1.4142135623730951
10,7,1.4142135623730951
10,8,1.4142135623730951
10,9,1.4142135623730951
10,11,1.4142135623730951
10,12,1.4142135623730951
10,14,2.0
10,15,1.4142135623730951
10,17,1.4142135623730951
10,24,1.4142135623730951
10,25,1.4142135623730951
10,26,2.0
10,28,1.4142135623730951
11,0,1.4142135623730951
11,2,1.4142135623730951
11,3,2.0
11,6,1.4142135623730951
11,8,1.4142135623730951
11,9,1.4142135623730951
11,10,1.4142135623730951
11,13,1.4142135623730951
11,14,1.4142135623730951
11,15,2.0
11,16,1.4142135623730951
11,24,1.4142135623730951
11,25,1.4142135623730951
11,27,2.0
11,29,1.4142135623730951
12,1,1.4142135623730951
12,4,2.0
12,5,1.4142135623730951
12,7,1.4142135623730951
12,8,2.0
12,9,1.4142135623730951
12,10,1.4142135623730951
12,13,1.4142135623730951
12,14,1.4142135623730951
12,15,1.4142135623730951
12,23,1.4142135623730951
12,26,1.4142135623730951
12,28,2.0
12,30,1.4142135623730951
12,31,1.4142135623730951
13,0,1.4142135623730951
13,4,1.4142135623730951
13,5,2.0
13,6,1.4142135623730951
13,8,1.4142135623730951
13,9,2.0
13,11,1.4142135623730951
13,12,1.4142135623730951
13,14,1.4142135623730951
13,15,1.4142135623730951
13,22,1.4142135623730951
13,27,1.4142135623730951
13,29,2.0
13,30,1.4142135623730951
13,31,1.4142135623730951
14,3,1.4142135623730951
14,5,1.4142135623730951
14,6,2.0
14,7,1.4142135623730951
14,8,1.4142135623730951
14,10,2.0
14,11,1.4142135623730951
14,12,1.4142135623730951
14,13,1.4142135623730951
14,15,1.4142135623730951
14,21,1.4142135623730951
14,24,1.4142135623730951
14,28,1.4142135623730951
14,29,1.4142135623730951
14,30,2.0
15,2,1.4142135623730951
15,4,1.4142135623730951
15,6,1.4142135623730951
15,7,2.0
15,9,1.4142135623730951
15,10,1.4142135623730951
15,11,2.0
