Atom_Index, Neighbour_Index, distance
3,85,9.80314
3,86,6.41766
3,87,7.41048
3,88,9.80314
3,90,9.80314
3,91,9.07595
3,92,9.80314
3,93,9.80314
3,94,6.41766
3,95,9.07595
3,97,9.80314
3,98,9.80314
3,99,7.41048
3,103,9.07595
3,105,9.80314
3,106,9.80314
3,107,9.07595
4,0,5.24
4,1,3.70524
4,2,3.70524
4,3,6.41766
4,5,3.70524
4,6,3.70524
4,7,3.70524
4,8,5.24
4,9,8.28517
4,10,8.28517
4,11,6.41766
4,12,7.41048
4,13,8.28517
4,14,6.41766
4,15,9.80314
4,16,5.24
4,17,8.28517
4,18,6.41766
4,19,8.28517
4,20,7.41048
4,22,9.80314
4,23,9.80314
4,24,7.41048
4,25,3.70524
4,26,6.41766
4,27,6.41766
4,28,5.24
4,29,3.70524
4,30,6.41766
4,31,3.70524
4,32,7.41048
4,33,8.28517
4,34,9.80314
4,35,6.41766
4,36,7.41048
4,37,6.41766
4,38,8.28517
4,39,9.80314
4,40,5.24
4,41,6.41766
4,42,8.28517
4,43,8.28517
4,44,7.41048
4,45,9.80314
4,47,9.80314
4,48,9.07595
4,49,9.80314
4,50,9.80314
4,52,7.41048
4,53,9.80314
4,54,9.80314
4,56,9.07595
4,60,9.07595
4,61,6.41766
4,62,9.80314
4,63,9.80314
4,64,7.41048
4,65,6.41766
4,66,9.80314
4,67,8.28517
4,68,9.07595
4,69,9.80314
4,71,9.80314
4,72,7.41048
4,73,6.41766
4,74,3.70524
4,75,6.41766
4,76,5.24
4,77,6.41766
4,78,3.70524
4,79,3.70524
4,80,7.41048
4,81,9.80314
4,82,8.28517
4,83,6.41766
4,84,9.07595
4,85,9.80314
4,86,6.41766
4,87,9.80314
4,88,7.41048
4,89,9.80314
4,90,6.41766
4,91,8.28517
4,92,9.07595
4,94,9.80314
4,95,9.80314
4,96,9.07595
4,97,6.41766
4,98,6.41766
4,99,6.41766
4,100,7.41048
4,101,6.41766
4,102,6.41766
4,103,3.70524
4,104,9.07595
4,105,9.80314
4,106,9.80314
4,107,6.41766
5,0,8.28517
5,1,5.24
5,2,6.41766
5,3,8.28517
5,4,3.70524
5,6,3.70524
5,7,3.70524
5,8,3.70524
5,9,5.24
5,10,6.41766
5,11,3.70524
5,12,8.28517
5,13,7.41048
5,14,6.41766
5,15,9.80314
5,16,3.70524
5,17,5.24
5,18,3.70524
5,19,6.41766
5,20,3.70524
5,21,7.41048
5,22,6.41766
5,23,6.41766
5,25,7.41048
5,26,9.80314
5,27,9.80314
5,28,8.28517
5,29,5.24
5,30,8.28517
5,31,6.41766
5,32,8.28517
5,33,7.41048
5,34,9.80314
5,35,6.41766
5,36,9.80314
5,37,7.41048
5,38,9.80314
5,40,6.41766
5,41,5.24
5,42,8.28517
5,43,8.28517
5,44,6.41766
5,45,7.41048
5,46,9.80314
5,47,8.28517
5,48,9.80314
5,49,9.07595
5,50,9.80314
5,52,6.41766
5,53,7.41048
5,54,8.28517
5,55,9.80314
5,56,6.41766
5,57,9.07595
5,58,9.80314
5,59,9.80314
5,61,9.07595
5,64,9.80314
5,65,7.41048
5,67,9.80314
5,68,9.80314
5,69,9.07595
5,71,9.80314
5,72,9.80314
5,73,7.41048
5,74,6.41766
5,75,8.28517
5,76,6.41766
5,77,5.24
5,78,3.70524
5,79,3.70524
5,80,6.41766
5,81,7.41048
5,82,6.41766
5,83,3.70524
5,84,9.80314
5,85,9.07595
5,86,6.41766
5,87,9.80314
5,88,6.41766
5,89,7.41048
5,90,3.70524
5,91,6.41766
5,92,6.41766
5,93,9.07595
5,94,6.41766
5,95,6.41766
5,97,9.07595
5,98,9.80314
5,99,9.80314
5,100,9.80314
5,101,7.41048
5,102,8.28517
5,103,6.41766
5,104,9.80314
5,105,9.07595
5,106,9.80314
5,107,6.41766
6,0,8.28517
6,1,6.41766
6,2,5.24
6,3,8.28517
6,4,3.70524
6,5,3.70524
6,7,3.70524
6,8,3.70524
6,9,6.41766
6,10,5.24
6,11,3.70524
6,12,9.80314
6,13,9.80314
6,14,7.41048
6,16,6.41766
6,17,8.28517
6,18,5.24
6,19,8.28517
6,20,6.41766
6,21,9.80314
6,22,7.41048
6,23,8.28517
6,24,9.80314
6,25,6.41766
6,26,7.41048
6,27,8.28517
6,28,6.41766
6,29,3.70524
6,30,5.24
6,31,3.70524
6,32,6.41766
6,33,6.41766
6,34,7.41048
6,35,3.70524
6,36,8.28517
6,37,6.41766
6,38,7.41048
6,39,9.80314
6,40,3.70524
6,41,3.70524
6,42,5.24
6,43,6.41766
6,44,3.70524
6,45,6.41766
6,46,7.41048
6,47,6.41766
6,48,9.80314
6,49,9.80314
6,50,9.07595
6,52,6.41766
6,53,8.28517
6,54,7.41048
6,55,9.80314
6,56,6.41766
6,57,9.80314
6,58,9.07595
6,59,9.80314
6,60,9.80314
6,61,6.41766
6,62,9.07595
6,63,9.80314
6,64,6.41766
6,65,3.70524
6,66,7.41048
6,67,6.41766
6,68,6.41766
6,69,6.41766
6,70,9.07595
6,71,6.41766
6,73,9.80314
6,74,7.41048
6,75,9.80314
6,76,8.28517
6,77,8.28517
6,78,5.24
6,79,6.41766
6,80,8.28517
6,81,9.80314
6,82,7.41048
6,83,6.41766
6,86,9.07595
6,88,9.80314
6,90,7.41048
6,91,9.80314
6,92,9.80314
6,94,9.07595
6,95,9.80314
6,97,9.80314
6,98,9.07595
6,99,9.80314
6,100,9.80314
6,101,8.28517
6,102,7.41048
6,103,6.41766
6,104,9.80314
6,105,9.80314
6,106,9.07595
6,107,6.41766
7,0,6.41766
7,1,3.70524
7,2,3.70524
7,3,5.24
7,4,3.70524
7,5,3.70524
7,6,3.70524
7,8,6.41766
7,9,8.28517
7,10,8.28517
7,11,5.24
7,12,6.41766
7,13,6.41766
7,14,3.70524
7,15,7.41048
7,16,3.70524
7,17,6.41766
7,18,3.70524
7,19,5.24
7,20,6.41766
7,21,9.80314
7,22,8.28517
7,23,7.41048
7,24,9.80314
7,25,6.41766
7,26,8.28517
7,27,7.41048
7,28,8.28517
7,29,6.41766
7,30,8.28517
7,31,5.24
7,32,9.80314
7,33,9.80314
7,35,7.41048
7,36,6.41766
7,37,3.70524
7,38,6.41766
7,39,7.41048
7,40,3.70524
7,41,3.70524
7,42,6.41766
7,43,5.24
7,44,6.41766
7,45,8.28517
7,46,9.80314
7,47,7.41048
7,48,6.41766
7,49,6.41766
7,50,6.41766
7,51,9.07595
7,52,3.70524
7,53,6.41766
7,54,6.41766
7,55,7.41048
7,56,6.41766
7,57,9.80314
7,58,9.80314
7,59,9.07595
7,60,9.80314
7,61,6.41766
7,62,9.80314
7,63,9.07595
7,64,8.28517
7,65,6.41766
7,66,9.80314
7,67,7.41048
7,68,9.80314
7,69,9.80314
7,71,9.07595
7,72,9.80314
7,73,8.28517
7,74,6.41766
7,75,7.41048
7,76,8.28517
7,77,8.28517
7,78,6.41766
7,79,5.24
7,80,9.80314
7,82,9.80314
7,83,7.41048
7,84,9.80314
7,85,9.80314
7,86,6.41766
7,87,9.07595
7,88,8.28517
7,89,9.80314
7,90,6.41766
7,91,7.41048
7,92,9.80314
7,94,9.80314
7,95,9.07595
7,97,9.80314
7,98,9.80314
7,99,9.07595
7,101,9.80314
7,102,9.80314
7,103,7.41048
7,107,9.07595
8,0,5.24
8,1,8.28517
8,2,8.28517
8,3,6.41766
8,4,5.24
8,5,3.70524
8,6,3.70524
8,7,6.41766
8,9,3.70524
8,10,3.70524
8,11,3.70524
8,12,7.41048
8,14,9.80314
8,15,9.80314
8,16,7.41048
8,17,8.28517
8,18,6.41766
8,19,9.80314
8,20,5.24
8,21,8.28517
8,22,6.41766
8,23,8.28517
8,24,7.41048
8,25,8.28517
8,26,9.80314
8,27,6.41766
8,28,7.41048
8,29,3.70524
8,30,6.41766
8,31,6.41766
8,32,5.24
8,33,3.70524
8,34,6.41766
8,35,3.70524
8,36,7.41048
8,37,9.80314
8,39,9.80314
8,40,7.41048
8,41,6.41766
8,42,8.28517
8,43,9.80314
8,44,5.24
8,45,6.41766
8,46,8.28517
8,47,8.28517
8,48,9.07595
8,52,9.07595
8,53,9.80314
8,54,9.80314
8,56,7.41048
8,57,9.80314
8,58,9.80314
8,60,9.07595
8,61,9.80314
8,63,9.80314
8,64,9.07595
8,65,6.41766
8,66,9.80314
8,67,9.80314
8,68,7.41048
8,69,6.41766
8,70,9.80314
8,71,8.28517
8,72,7.41048
8,73,9.80314
8,74,8.28517
8,75,6.41766
8,76,7.41048
8,77,6.41766
8,78,3.70524
8,79,6.41766
8,80,5.24
8,81,6.41766
8,82,3.70524
8,83,3.70524
8,84,9.07595
8,86,9.80314
8,87,9.80314
8,88,9.07595
8,89,9.80314
8,90,6.41766
8,91,9.80314
8,92,7.41048
8,93,9.80314
8,94,6.41766
8,95,8.28517
8,96,9.07595
8,97,9.80314
8,98,9.80314
8,99,6.41766
8,100,9.07595
8,101,6.41766
8,102,6.41766
8,103,6.41766
8,104,7.41048
8,105,6.41766
8,106,6.41766
8,107,3.70524
9,0,3.70524
9,1,5.24
9,2,6.41766
9,3,3.70524
9,4,8.28517
9,5,5.24
9,6,6.41766
9,7,8.28517
9,8,3.70524
9,10,3.70524
9,11,3.70524
9,12,3.70524
9,13,7.41048
9,14,6.41766
9,15,6.41766
9,16,8.28517
9,17,7.41048
9,18,6.41766
9,19,9.80314
9,20,3.70524
9,21,5.24
9,22,3.70524
9,23,6.41766
9,24,8.28517
9,25,7.41048
9,26,9.80314
9,27,6.41766
9,29,7.41048
9,30,9.80314
9,31,9.80314
9,32,8.28517
9,33,5.24
9,34,8.28517
9,35,6.41766
9,36,6.41766
9,37,7.41048
9,38,9.80314
9,39,8.28517
9,40,9.80314
9,41,7.41048
9,42,9.80314
9,44,6.41766
9,45,5.24
9,46,8.28517
9,47,8.28517
9,48,6.41766
9,49,9.07595
9,50,9.80314
9,51,9.80314
9,52,9.80314
9,53,9.07595
9,54,9.80314
9,56,6.41766
9,57,7.41048
9,58,8.28517
9,59,9.80314
9,60,9.80314
9,61,9.07595
9,63,9.80314
9,65,9.07595
9,68,9.80314
9,69,7.41048
9,71,9.80314
9,72,6.41766
9,73,7.41048
9,74,6.41766
9,75,3.70524
9,76,9.80314
9,77,7.41048
9,78,6.41766
9,79,8.28517
9,80,6.41766
9,81,5.24
9,82,3.70524
9,83,3.70524
9,84,6.41766
9,85,9.07595
9,86,6.41766
9,87,6.41766
9,88,9.80314
9,89,9.07595
9,90,6.41766
9,91,9.80314
9,92,6.41766
9,93,7.41048
9,94,3.70524
9,95,6.41766
9,96,9.80314
9,97,9.07595
9,98,9.80314
9,99,6.41766
9,101,9.07595
9,102,9.80314
9,103,9.80314
9,104,9.80314
9,105,7.41048
9,106,8.28517
9,107,6.41766
10,0,3.70524
10,1,6.41766
10,2,5.24
10,3,3.70524
10,4,8.28517
10,5,6.41766
10,6,5.24
10,7,8.28517
10,8,3.70524
10,9,3.70524
10,11,3.70524
10,12,6.41766
10,13,9.80314
10,14,7.41048
10,15,8.28517
10,16,9.80314
10,17,9.80314
10,18,7.41048
10,20,6.41766
10,21,8.28517
10,22,5.24
10,23,8.28517
10,24,6.41766
10,25,6.41766
10,26,7.41048
10,27,3.70524
10,28,9.80314
10,29,6.41766
10,30,7.41048
10,31,8.28517
10,32,6.41766
10,33,3.70524
10,34,5.24
10,35,3.70524
10,36,3.70524
10,37,6.41766
10,38,7.41048
10,39,6.41766
10,40,8.28517
10,41,6.41766
10,42,7.41048
10,43,9.80314
10,44,3.70524
10,45,3.70524
10,46,5.24
10,47,6.41766
10,48,6.41766
10,49,9.80314
10,50,9.07595
10,51,9.80314
10,52,9.80314
10,53,9.80314
10,54,9.07595
10,56,6.41766
10,57,8.28517
10,58,7.41048
10,59,9.80314
10,60,6.41766
10,61,6.41766
10,62,9.07595
10,63,6.41766
10,64,9.80314
10,65,6.41766
10,66,9.07595
10,67,9.80314
10,68,6.41766
10,69,3.70524
10,70,7.41048
10,71,6.41766
10,72,8.28517
10,73,9.80314
10,74,7.41048
10,75,6.41766
10,77,9.80314
10,78,7.41048
10,79,9.80314
10,80,8.28517
10,81,8.28517
10,82,5.24
10,83,6.41766
10,84,9.80314
10,86,9.07595
10,87,9.80314
10,90,9.07595
10,92,9.80314
10,94,7.41048
10,95,9.80314
10,96,9.80314
10,97,9.80314
10,98,9.07595
10,99,6.41766
10,101,9.80314
10,102,9.07595
10,103,9.80314
10,104,9.80314
10,105,8.28517
10,106,7.41048
10,107,6.41766
11,0,6.41766
11,1,8.28517
11,2,8.28517
11,3,5.24
11,4,6.41766
11,5,3.70524
11,6,3.70524
11,7,5.24
11,8,3.70524
11,9,3.70524
11,10,3.70524
11,12,6.41766
11,13,9.80314
11,14,8.28517
11,15,7.41048
11,16,6.41766
11,17,6.41766
11,18,3.70524
11,19,7.41048
11,20,3.70524
11,21,6.41766
11,22,3.70524
11,23,5.24
11,24,9.80314
11,25,9.80314
11,27,7.41048
11,28,9.80314
11,29,6.41766
11,30,8.28517
11,31,7.41048
11,32,8.28517
11,33,6.41766
11,34,8.28517
11,35,5.24
11,36,6.41766
11,37,8.28517
11,38,9.80314
11,39,7.41048
11,40,6.41766
11,41,3.70524
11,42,6.41766
11,43,7.41048
11,44,3.70524
11,45,3.70524
11,46,6.41766
11,47,5.24
11,48,6.41766
11,49,9.80314
11,50,9.80314
11,51,9.07595
11,52,6.41766
11,53,6.41766
11,54,6.41766
11,55,9.07595
11,56,3.70524
11,57,6.41766
11,58,6.41766
11,59,7.41048
11,60,9.80314
11,61,9.80314
11,63,9.07595
11,64,9.80314
11,65,6.41766
11,66,9.80314
11,67,9.07595
11,68,8.28517
11,69,6.41766
11,70,9.80314
11,71,7.41048
11,72,9.80314
11,74,9.80314
11,75,7.41048
11,76,9.80314
11,77,8.28517
11,78,6.41766
11,79,7.41048
11,80,8.28517
11,81,8.28517
11,82,6.41766
11,83,5.24
11,84,9.80314
11,86,9.80314
11,87,9.07595
11,88,9.80314
11,89,9.80314
11,90,6.41766
11,91,9.07595
11,92,8.28517
11,93,9.80314
11,94,6.41766
11,95,7.41048
11,99,9.07595
11,101,9.80314
11,102,9.80314
11,103,9.07595
11,105,9.80314
11,106,9.80314
11,107,7.41048
12,0,5.24
12,1,3.70524
12,2,6.41766
12,3,3.70524
12,4,7.41048
12,5,8.28517
12,6,9.80314
12,7,6.41766
12,8,7.41048
12,9,3.70524
12,10,6.41766
12,11,6.41766
12,13,3.70524
12,14,3.70524
12,15,3.70524
12,16,5.24
12,17,8.28517
12,18,8.28517
12,19,6.41766
12,20,5.24
12,21,3.70524
12,22,3.70524
12,23,6.41766
12,24,5.24
12,25,8.28517
12,26,6.41766
12,27,8.28517
12,28,7.41048
12,30,9.80314
12,31,9.80314
12,32,7.41048
12,33,8.28517
12,34,6.41766
12,35,9.80314
12,36,7.41048
12,37,6.41766
12,38,9.80314
12,39,8.28517
12,40,9.07595
12,41,9.80314
12,43,9.80314
12,44,9.07595
12,45,6.41766
12,46,9.80314
12,47,9.80314
12,48,5.24
12,49,6.41766
12,50,8.28517
12,51,8.28517
12,52,7.41048
12,53,9.80314
12,55,9.80314
12,56,7.41048
12,57,6.41766
12,58,8.28517
12,59,9.80314
12,60,7.41048
12,61,9.80314
12,62,9.80314
12,64,9.07595
12,68,9.07595
12,69,9.80314
12,70,9.80314
12,72,7.41048
12,73,6.41766
12,74,6.41766
12,75,3.70524
12,76,9.07595
12,77,9.80314
12,78,9.80314
12,79,6.41766
12,80,9.07595
12,81,6.41766
12,82,6.41766
12,83,6.41766
12,84,5.24
12,85,6.41766
12,86,3.70524
12,87,3.70524
12,88,7.41048
12,89,9.80314
12,90,8.28517
12,91,6.41766
12,92,7.41048
12,93,6.41766
12,94,3.70524
12,95,6.41766
12,96,7.41048
12,97,9.80314
12,98,6.41766
12,99,8.28517
12,100,9.07595
12,102,9.80314
12,103,9.80314
12,104,9.07595
12,105,9.80314
12,106,6.41766
12,107,9.80314
13,0,8.28517
13,1,5.24
13,2,8.28517
13,3,6.41766
13,4,8.28517
13,5,7.41048
13,6,9.80314
13,7,6.41766
13,9,7.41048
13,10,9.80314
13,11,9.80314
13,12,3.70524
13,14,3.70524
13,15,3.70524
13,16,3.70524
13,17,5.24
13,18,6.41766
13,19,3.70524
13,20,8.28517
13,21,5.24
13,22,6.41766
13,23,8.28517
13,24,3.70524
13,25,5.24
13,26,3.70524
13,27,6.41766
13,28,3.70524
13,29,7.41048
13,30,6.41766
13,31,6.41766
13,32,8.28517
13,33,7.41048
13,34,6.41766
13,35,9.80314
13,36,9.80314
13,37,7.41048
13,39,9.80314
13,40,9.80314
13,41,9.07595
13,43,9.80314
13,45,9.07595
13,48,6.41766
13,49,5.24
13,50,8.28517
13,51,8.28517
13,52,6.41766
13,53,7.41048
13,54,9.80314
13,55,8.28517
13,56,9.80314
13,57,7.41048
13,58,9.80314
13,60,6.41766
13,61,7.41048
13,62,8.28517
13,63,9.80314
13,64,6.41766
13,65,9.07595
13,66,9.80314
13,67,9.80314
13,68,9.80314
13,69,9.07595
13,70,9.80314
13,72,9.80314
13,73,7.41048
13,74,8.28517
13,75,6.41766
13,76,9.80314
13,77,9.07595
13,78,9.80314
13,79,6.41766
13,81,9.07595
13,82,9.80314
13,83,9.80314
13,84,6.41766
13,85,5.24
13,86,3.70524
13,87,3.70524
13,88,6.41766
13,89,7.41048
13,90,6.41766
13,91,3.70524
13,92,9.80314
13,93,7.41048
13,94,6.41766
13,95,8.28517
13,96,6.41766
13,97,7.41048
13,98,3.70524
13,99,6.41766
13,100,6.41766
13,101,9.07595
13,102,6.41766
13,103,6.41766
13,104,9.80314
13,105,9.07595
13,106,6.41766
13,107,9.80314
14,0,6.41766
14,1,3.70524
14,2,5.24
14,3,3.70524
14,4,6.41766
14,5,6.41766
14,6,7.41048
14,7,3.70524
14,8,9.80314
14,9,6.41766
14,10,7.41048
14,11,8.28517
14,12,3.70524
14,13,3.70524
14,15,3.70524
14,16,3.70524
14,17,6.41766
14,18,5.24
14,19,3.70524
14,20,8.28517
14,21,6.41766
14,22,5.24
14,23,8.28517
14,24,6.41766
14,25,8.28517
14,26,5.24
14,27,8.28517
14,28,6.41766
14,29,9.80314
14,30,7.41048
14,31,8.28517
14,32,9.80314
14,33,9.80314
14,34,7.41048
14,36,6.41766
14,37,3.70524
14,38,7.41048
14,39,6.41766
14,40,6.41766
14,41,6.41766
14,42,9.07595
14,43,6.41766
14,44,9.80314
14,45,6.41766
14,46,9.07595
14,47,9.80314
14,48,3.70524
14,49,3.70524
14,50,5.24
14,51,6.41766
14,52,3.70524
14,53,6.41766
14,54,7.41048
14,55,6.41766
14,56,8.28517
14,57,6.41766
14,58,7.41048
14,59,9.80314
14,60,6.41766
14,61,8.28517
14,62,7.41048
14,63,9.80314
14,64,6.41766
14,65,9.80314
14,66,9.07595
14,67,9.80314
14,68,9.80314
14,69,9.80314
14,70,9.07595
14,72,9.80314
14,73,8.28517
14,74,7.41048
14,75,6.41766
14,76,9.80314
14,77,9.80314
14,78,9.07595
14,79,6.41766
14,81,9.80314
14,82,9.07595
14,83,9.80314
14,84,8.28517
14,85,8.28517
14,86,5.24
14,87,6.41766
14,88,8.28517
14,89,9.80314
14,90,7.41048
14,91,6.41766
14,93,9.80314
14,94,7.41048
14,95,9.80314
14,96,9.80314
14,98,7.41048
14,99,9.80314
14,100,9.80314
14,102,9.07595
14,103,9.80314
14,106,9.07595
15,0,8.28517
15,1,6.41766
15,2,8.28517
15,3,5.24
15,4,9.80314
15,5,9.80314
15,7,7.41048
15,8,9.80314
15,9,6.41766
15,10,8.28517
15,11,7.41048
15,12,3.70524
15,13,3.70524
15,14,3.70524
15,16,6.41766
15,17,8.28517
15,18,8.28517
15,19,5.24
15,20,6.41766
15,21,3.70524
15,22,3.70524
15,23,5.24
15,24,3.70524
15,25,6.41766
15,26,3.70524
15,27,5.24
15,28,6.41766
15,29,9.80314
15,30,8.28517
15,31,7.41048
15,32,6.41766
15,33,6.41766
15,34,3.70524
15,35,7.41048
15,36,8.28517
15,37,6.41766
15,38,9.80314
15,39,7.41048
15,40,9.80314
15,41,9.80314
15,43,9.07595
15,44,9.80314
15,45,6.41766
15,46,9.80314
15,47,9.07595
15,48,3.70524
15,49,3.70524
15,50,6.41766
15,51,5.24
15,52,6.41766
15,53,8.28517
15,54,9.80314
15,55,7.41048
15,56,6.41766
15,57,3.70524
15,58,6.41766
15,59,7.41048
15,60,3.70524
15,61,6.41766
15,62,6.41766
15,63,7.41048
15,64,6.41766
15,65,9.80314
15,66,9.80314
15,67,9.07595
15,68,6.41766
15,69,6.41766
15,70,6.41766
15,71,9.07595
15,73,9.80314
15,74,9.80314
15,75,7.41048
15,79,9.07595
15,81,9.80314
15,82,9.80314
15,83,9.07595
15,84,8.28517
15,85,8.28517
15,86,6.41766
15,87,5.24
15,88,9.80314
15,90,9.80314
15,91,7.41048
15,92,9.80314
15,93,8.28517
15,94,6.41766
15,95,7.41048
15,96,8.28517
15,97,9.80314
